110085000060.0;—6х85;ГОСТ 103-2006;4.004
110085000070.0;—7х85;ГОСТ 103-2006;4.671
110085000080.0;—8х85;ГОСТ 103-2006;5.338
110085000090.0;—9х85;ГОСТ 103-2006;6.005
110085000100.0;—10х85;ГОСТ 103-2006;6.673
110085000110.0;—11х85;ГОСТ 103-2006;7.34
110085000120.0;—12х85;ГОСТ 103-2006;8.007
110085000140.0;—14х85;ГОСТ 103-2006;9.342
110085000160.0;—16х85;ГОСТ 103-2006;10.676
110085000180.0;—18х85;ГОСТ 103-2006;12.011
110085000200.0;—20х85;ГОСТ 103-2006;13.345
110085000220.0;—22х85;ГОСТ 103-2006;14.68
110085000250.0;—25х85;ГОСТ 103-2006;16.681
110085000280.0;—28х85;ГОСТ 103-2006;18.683
110085000300.0;—30х85;ГОСТ 103-2006;20.018
110085000320.0;—32х85;ГОСТ 103-2006;21.352
110085000360.0;—36х85;ГОСТ 103-2006;24.021
110085000400.0;—40х85;ГОСТ 103-2006;26.69
110085000450.0;—45х85;ГОСТ 103-2006;30.026
110085000500.0;—50х85;ГОСТ 103-2006;33.363
110085000560.0;—56х85;ГОСТ 103-2006;37.366
110085000600.0;—60х85;ГОСТ 103-2006;40.035
110090000050.0;—5х90;ГОСТ 103-2006;3.533
110090000060.0;—6х90;ГОСТ 103-2006;4.239
110090000070.0;—7х90;ГОСТ 103-2006;4.946
110090000080.0;—8х90;ГОСТ 103-2006;5.652
110090000090.0;—9х90;ГОСТ 103-2006;6.359
110090000100.0;—10х90;ГОСТ 103-2006;7.065
110090000110.0;—11х90;ГОСТ 103-2006;7.772
110090000120.0;—12х90;ГОСТ 103-2006;8.478
110090000140.0;—14х90;ГОСТ 103-2006;9.891
110090000150.0;—15х90;ГОСТ 103-2006;10.598
110090000160.0;—16х90;ГОСТ 103-2006;11.304
110090000180.0;—18х90;ГОСТ 103-2006;12.717
110090000200.0;—20х90;ГОСТ 103-2006;14.13
110090000220.0;—22х90;ГОСТ 103-2006;15.543
110090000250.0;—25х90;ГОСТ 103-2006;17.663
110090000280.0;—28х90;ГОСТ 103-2006;19.782
110090000300.0;—30х90;ГОСТ 103-2006;21.195
110090000320.0;—32х90;ГОСТ 103-2006;22.608
110090000350.0;—35х90;ГОСТ 103-2006;24.728
110090000360.0;—36х90;ГОСТ 103-2006;25.434
110090000400.0;—40х90;ГОСТ 103-2006;28.26
110090000450.0;—45х90;ГОСТ 103-2006;31.793
110090000500.0;—50х90;ГОСТ 103-2006;35.325
